2005-01-01,100.9341
2005-02-01,100.7823
2005-03-01,100.5585
2005-04-01,100.3747
2005-05-01,100.441
2005-06-01,100.685
2005-07-01,100.5938
2005-08-01,100.017
2005-09-01,99.316
2005-10-01,99.0885
2005-11-01,99.4655
2005-12-01,100.0281
2006-01-01,100.282
2006-02-01,100.2345
2006-03-01,100.1064
2006-04-01,99.8611
2006-05-01,99.5861
2006-06-01,99.5658
2006-07-01,99.6011
2006-08-01,99.6969
2006-09-01,100.0043
2006-10-01,100.4138
2006-11-01,100.639
2006-12-01,100.7515
2007-01-01,100.7827
2007-02-01,100.5652
2007-03-01,100.3002
2007-04-01,100.1306
2007-05-01,100.0718
2007-06-01,100.0321
2007-07-01,100.0096
2007-08-01,99.7861
2007-09-01,99.5374
2007-10-01,99.2503
2007-11-01,98.9717
2007-12-01,98.8078
2008-01-01,98.6502
2008-02-01,98.271
2008-03-01,97.8138
2008-04-01,97.2984
2008-05-01,96.9284
2008-06-01,96.812
2008-07-01,97.0102
2008-08-01,97.2612
2008-09-01,97.3354
2008-10-01,96.9911
2008-11-01,96.7408
2008-12-01,96.7335
2009-01-01,96.7405
2009-02-01,96.7151
2009-03-01,96.9121
2009-04-01,97.3492
2009-05-01,97.7254
2009-06-01,97.8811
2009-07-01,97.837
2009-08-01,97.8796
2009-09-01,98.0531
2009-10-01,98.082
2009-11-01,98.0957
2009-12-01,98.2656
2010-01-01,98.423
2010-02-01,98.4767
2010-03-01,98.4737
2010-04-01,98.4538
2010-05-01,98.4525
2010-06-01,98.36
2010-07-01,98.0829
2010-08-01,97.914
2010-09-01,97.8645
2010-10-01,97.9603
2010-11-01,98.2108
2010-12-01,98.4549
2011-01-01,98.5603
2011-02-01,98.5125
2011-03-01,98.2755
2011-04-01,98.2186
2011-05-01,98.2034
2011-06-01,97.9043
2011-07-01,97.3429
2011-08-01,96.8636
2011-09-01,96.7983
2011-10-01,97.0237
2011-11-01,97.4536
2011-12-01,97.9854
2012-01-01,98.4387
2012-02-01,98.6915
2012-03-01,98.8132
2012-04-01,98.8474
2012-05-01,98.7926
2012-06-01,98.5918
2012-07-01,98.521
2012-08-01,98.6879
2012-09-01,98.9985
2012-10-01,99.2212
2012-11-01,99.1364
2012-12-01,98.8084
2013-01-01,98.6823
2013-02-01,98.7835
2013-03-01,98.9473
2013-04-01,99.1556
2013-05-01,99.4879
2013-06-01,99.6597
2013-07-01,99.6227
2013-08-01,99.3468
2013-09-01,98.9725
2013-10-01,98.741
2013-11-01,98.8398
2013-12-01,99.1381
2014-01-01,99.3079
2014-02-01,99.3768
2014-03-01,99.4085
2014-04-01,99.4802
2014-05-01,99.4669
2014-06-01,99.4409
2014-07-01,99.4329
2014-08-01,99.5261
2014-09-01,99.7269
2014-10-01,100.0093
2014-11-01,100.3556
2014-12-01,100.7397
2015-01-01,100.9985
2015-02-01,101.0007
2015-03-01,100.9062
2015-04-01,100.8526
2015-05-01,100.7739
2015-06-01,100.7877
2015-07-01,100.6754
2015-08-01,100.4899
2015-09-01,100.3227
2015-10-01,100.3513
2015-11-01,100.4654
2015-12-01,100.5604
2016-01-01,100.5732
2016-02-01,100.5367
2016-03-01,100.4977
2016-04-01,100.5193
2016-05-01,100.6391
2016-06-01,100.6175
2016-07-01,100.4739
2016-08-01,100.3702
2016-09-01,100.3514
2016-10-01,100.4267
2016-11-01,100.749
2016-12-01,101.0794
2017-01-01,101.2245
2017-02-01,101.2125
2017-03-01,101.1825
2017-04-01,101.1437
2017-05-01,101.074
2017-06-01,100.9704
2017-07-01,100.9303
2017-08-01,101.0247
2017-09-01,101.143
2017-10-01,101.2894
2017-11-01,101.2698
2017-12-01,101.189
2018-01-01,101.2177
2018-02-01,101.3737
2018-03-01,101.4706
2018-04-01,101.4219
2018-05-01,101.3396
2018-06-01,101.2841
2018-07-01,101.2539
2018-08-01,101.2647
2018-09-01,101.3445
2018-10-01,101.3275
2018-11-01,101.2229
2018-12-01,101.0598
2019-01-01,100.8646
2019-02-01,100.9164
2019-03-01,101.1248
2019-04-01,101.2778
2019-05-01,101.3626
2019-06-01,101.2743
2019-07-01,101.0537
2019-08-01,100.768
2019-09-01,100.7552
2019-10-01,100.9191
2019-11-01,101.1337
2019-12-01,101.3442
