"2006-12-31",3.17
"2007-03-31",3.34
"2007-06-30",4.2
"2007-09-30",4.87
"2007-12-31",5.74
"2008-03-31",3.85
"2008-06-30",4.22
"2008-09-30",2.4
"2008-12-31",1.7
"2009-03-31",2.02
"2009-06-30",2.6
"2009-09-30",3.44
"2009-12-31",3.61
"2010-03-31",3.7
"2010-06-30",3.56
"2010-09-30",3.53
"2010-12-31",3.45
"2011-03-31",3.26
"2011-06-30",2.75
"2011-09-30",2.9
"2011-12-31",2.61
"2012-03-31",3.48
"2012-06-30",3.25
"2012-09-30",3.56
"2012-12-31",2.71
"2013-03-31",2.21
"2013-06-30",1.98
"2013-09-30",2.37
"2013-12-31",2.71
"2014-03-31",2.53
"2014-06-30",3
"2014-09-30",3.15
"2014-12-31",3.09
"2015-03-31",3.25
"2015-06-30",3.08
"2015-09-30",2.58
"2015-12-31",2.43
"2016-03-31",2.58
"2016-06-30",2.32
"2016-09-30",2.79
"2016-12-31",2.79
"2017-03-31",3.4
"2017-06-30",3.34
"2017-09-30",3.47
"2017-12-31",3.62
"2018-03-31",3.45
"2018-06-30",3.66
"2018-09-30",4.26
"2018-12-31",2.96
"2019-03-31",3.56
"2019-06-30",3.65
"2019-09-30",4.04
"2019-12-31",5.03
"2020-03-17",4.33
