"2005-03-31","$0.05"
"2005-06-30","$0.05"
"2005-09-30","$0.07"
"2005-12-31","$0.09"
"2006-03-31","$0.07"
"2006-06-30","$0.08"
"2006-09-30","$0.09"
"2006-12-31","$0.16"
"2007-03-31","$0.12"
"2007-06-30","$0.13"
"2007-09-30","$0.14"
"2007-12-31","$0.25"
"2008-03-31","$0.17"
"2008-06-30","$0.17"
"2008-09-30","$0.38"
"2008-12-31","$0.36"
"2009-03-31","$0.26"
"2009-06-30","$0.29"
"2009-09-30","$0.40"
"2009-12-31","$0.52"
"2010-03-31","$0.48"
"2010-06-30","$0.50"
"2010-09-30","$0.66"
"2010-12-31","$0.92"
"2011-03-31","$0.91"
"2011-06-30","$1.11"
"2011-09-30","$1.01"
"2011-12-31","$1.98"
"2012-03-31","$1.76"
"2012-06-30","$1.33"
"2012-09-30","$1.24"
"2012-12-31","$1.97"
"2013-03-31","$1.44"
"2013-06-30","$1.07"
"2013-09-30","$1.20"
"2013-12-31","$2.07"
"2014-03-31","$1.66"
"2014-06-30","$1.28"
"2014-09-30","$1.44"
"2014-12-31","$3.06"
"2015-03-31","$2.33"
"2015-06-30","$1.85"
"2015-09-30","$1.98"
"2015-12-31","$3.28"
"2016-03-31","$1.90"
"2016-06-30","$1.42"
"2016-09-30","$1.71"
"2016-12-31","$3.36"
"2017-03-31","$2.10"
"2017-06-30","$1.67"
"2017-09-30","$2.08"
"2017-12-31","$3.89"
"2018-03-31","$2.73"
"2018-06-30","$2.34"
"2018-09-30","$2.95"
"2018-12-31","$4.18"
"2019-03-31","$2.46"
"2019-06-30","$2.18"
"2019-09-30","$3.07"
"2019-12-31","$4.99"
